age,attrition,businesstravel,distancefromhome,education,educationfield,employeenumber,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
35,no,travel_frequently,4,4,other,1185.0,m,2,1, laboratory technician ,4,married,2376.0,1,,13,2,full_time,1,2,4.0,2,2,2,yes,research & development,4
56,no,,4,4,,,f,3,5, manager ,1,divorced,,4,no,13,4,full_time,1,2,3.0,5,4,2,yes,unknow,4
45,no,,7,3,medical,1195.0,f,3,1, research scientist ,3,,,4,yes,19,3,full_time,1,2,,3,0,2,yes,research & development,1
20,no,travel_rarely,3,3,,,m,2,1, laboratory technician ,3,single,,1,,12,1,full_time,0,2,2.0,2,1,2,yes,research & development,1
50,no,travel_frequently,2,3,,,f,3,4, manager ,1,,,2,no,22,3,part_time,1,3,,2,2,2,yes,unknow,4
46,no,,15,2,life sciences,1217.0,m,3,5, research director ,2,,19081.0,5,,11,1,full_time,1,2,3.0,4,0,3,yes,research & development,4
32,no,,13,3,other,1234.0,f,2,1, laboratory technician ,2,married,2743.0,1,no,20,3,part_time,1,2,3.0,2,2,2,yes,research & development,3
35,no,,8,2,,,f,2,3, sales executive ,4,married,,4,,11,2,full_time,1,6,2.0,13,4,12,no,sales,3
29,no,,1,3,life sciences,,f,3,1, research scientist ,4,divorced,3760.0,1,no,15,1,full_time,3,5,,3,1,2,yes,research & development,1
21,yes,travel_frequently,10,2,,,f,2,1, laboratory technician ,3,,,1,,20,3,full_time,0,2,1.0,2,2,2,yes,research & development,1
34,no,travel_rarely,2,3,marketing,,f,3,2, sales executive ,1,,4538.0,0,,12,4,full_time,0,3,3.0,3,0,2,yes,sales,3
28,no,,1,4,medical,1286.0,m,3,1, laboratory technician ,3,single,,0,yes,11,3,part_time,0,2,2.0,4,0,2,no,research & development,4
35,no,travel_rarely,6,1,life sciences,1291.0,m,3,1, research scientist ,3,married,,0,yes,14,4,part_time,0,3,3.0,3,2,2,no,research & development,3
28,no,travel_frequently,2,3,life sciences,,m,2,1, laboratory technician ,4,married,3867.0,1,,12,2,full_time,1,2,3.0,2,2,2,no,research & development,4
28,no,travel_rarely,1,3,technical degree,1301.0,m,3,1, research scientist ,1,single,2080.0,2,,11,2,full_time,0,2,2.0,3,1,2,no,research & development,4
25,no,,1,3,medical,1303.0,f,3,1, research scientist ,2,single,2096.0,1,,18,4,part_time,0,3,2.0,2,2,1,no,research & development,4
58,no,,23,4,life sciences,1308.0,m,3,1, research scientist ,3,,,1,,12,4,full_time,2,3,3.0,2,2,2,yes,research & development,1
39,yes,,23,3,medical,,m,3,1, research scientist ,1,single,3904.0,0,,13,1,full_time,0,2,3.0,5,0,3,no,research & development,3
30,no,travel_rarely,6,3,technical degree,1311.0,f,2,2, laboratory technician ,4,married,4627.0,0,no,12,1,full_time,1,6,3.0,9,6,7,yes,research & development,1
50,no,,46,3,life sciences,1317.0,f,3,4, research director ,1,married,,4,,11,2,part_time,0,2,,3,1,2,yes,research & development,4
41,no,,10,2,medical,1329.0,m,1,2, sales executive ,2,single,,1,no,13,1,full_time,0,4,3.0,19,11,9,yes,sales,3
31,yes,,1,3,,1331.0,f,3,1, sales representative ,2,,2302.0,1,yes,11,1,part_time,0,2,4.0,3,2,2,no,sales,4
44,yes,,3,3,life sciences,1333.0,m,3,1, laboratory technician ,1,,,4,no,12,3,full_time,0,4,4.0,3,1,2,yes,research & development,1
40,no,non_travel,16,2,,,m,3,1, research scientist ,3,divorced,,9,no,16,2,full_time,1,0,3.0,4,0,0,yes,research & development,3
25,no,travel_rarely,19,1,medical,1358.0,m,3,1, laboratory technician ,4,married,,3,,11,3,full_time,3,6,2.0,3,1,2,no,research & development,4
40,no,travel_rarely,1,4,life sciences,1361.0,m,3,1, laboratory technician ,2,,,3,no,22,3,part_time,1,3,3.0,4,0,3,yes,research & development,2
51,no,travel_rarely,11,2,technical degree,,f,2,4, manufacturing director ,2,,,3,no,16,2,part_time,0,1,2.0,5,0,3,yes,research & development,4
27,no,travel_frequently,2,1,life sciences,1371.0,m,1,2, sales executive ,4,single,5071.0,3,no,20,2,full_time,0,3,3.0,6,0,0,no,sales,4
35,yes,,18,4,marketing,1380.0,f,3,2, sales executive ,3,married,,0,,18,3,full_time,1,0,2.0,4,3,2,yes,sales,4
38,no,,7,3,,,m,4,1, research scientist ,3,divorced,,1,no,11,4,full_time,3,2,3.0,4,0,3,yes,research & development,4
31,yes,,22,4,,1389.0,m,3,2, manufacturing director ,3,married,,1,,15,4,full_time,2,3,2.0,10,6,7,yes,research & development,4
51,no,,2,3,,,m,3,3, sales executive ,2,,10596.0,2,,11,2,full_time,0,5,3.0,4,3,2,yes,sales,2
41,no,,22,3,,1392.0,f,3,2, research scientist ,4,,5467.0,3,,14,1,full_time,2,4,2.0,6,3,3,no,research & development,4
32,no,,2,1,marketing,1396.0,m,3,2, sales executive ,2,married,,0,yes,13,1,full_time,3,3,2.0,3,1,2,yes,sales,3
25,no,travel_rarely,18,1,life sciences,,m,4,2, sales executive ,3,married,,2,no,11,2,part_time,0,3,2.0,3,1,2,no,sales,1
27,no,,10,3,marketing,1403.0,f,2,2, sales executive ,4,married,5769.0,1,yes,11,4,part_time,0,3,3.0,6,4,4,yes,sales,4
27,yes,travel_rarely,22,4,life sciences,1405.0,f,3,1, research scientist ,3,single,2394.0,1,yes,13,4,full_time,0,2,3.0,8,7,7,yes,research & development,4
37,no,,11,3,medical,1411.0,f,3,1, laboratory technician ,3,single,3629.0,4,no,18,1,part_time,0,6,3.0,3,0,2,yes,research & development,1
35,no,travel_frequently,18,2,life sciences,1412.0,m,3,3, manufacturing director ,4,,9362.0,2,no,11,3,full_time,0,2,3.0,2,2,2,yes,research & development,3
25,no,,1,3,,1415.0,m,3,1, laboratory technician ,4,,3229.0,4,no,11,2,full_time,1,2,2.0,3,0,2,yes,research & development,1
30,no,,7,4,marketing,1428.0,f,3,2, sales executive ,1,divorced,,7,no,14,2,part_time,2,3,3.0,3,0,2,yes,sales,4
31,no,,8,5,life sciences,,f,3,4, research director ,2,,16422.0,3,no,11,3,full_time,0,3,4.0,3,1,0,yes,research & development,1
36,no,,16,4,marketing,1436.0,f,2,2, sales executive ,1,,5647.0,4,no,13,1,part_time,2,3,2.0,3,0,2,no,sales,3
25,yes,travel_rarely,9,2,,1439.0,m,2,1, sales representative ,1,,4400.0,3,no,12,1,part_time,0,2,3.0,3,2,2,yes,sales,1
56,no,,1,2,life sciences,1441.0,f,3,1, research scientist ,1,,2066.0,2,,22,4,full_time,1,3,4.0,3,1,0,yes,research & development,1
41,no,,5,5,medical,1448.0,m,4,1, research scientist ,3,,,2,,12,1,full_time,0,5,,4,0,3,yes,research & development,2
31,no,travel_rarely,8,2,,,f,4,1, human resources ,2,,,9,no,18,4,full_time,0,3,3.0,3,0,2,yes,human resources,4
31,yes,travel_frequently,2,3,life sciences,1464.0,m,3,1, laboratory technician ,4,,,6,,13,3,full_time,1,2,1.0,2,2,2,yes,research & development,2
48,no,,7,3,marketing,1466.0,m,3,2, sales executive ,1,divorced,5486.0,4,no,11,1,full_time,3,3,3.0,2,2,2,no,sales,3
34,yes,,9,4,,1467.0,f,3,1, human resources ,3,married,,1,no,15,4,full_time,0,0,3.0,2,2,2,no,human resources,1
44,no,,5,3,life sciences,1471.0,m,2,1, laboratory technician ,3,single,3162.0,3,,14,4,part_time,0,5,3.0,5,0,3,no,research & development,3
49,no,travel_rarely,5,4,,1473.0,m,3,2, healthcare representative ,3,married,6651.0,2,no,14,2,part_time,1,0,2.0,3,1,2,yes,research & development,1
44,no,,20,3,life sciences,1475.0,m,3,1, research scientist ,2,,3420.0,1,,13,3,full_time,0,3,2.0,5,1,3,no,research & development,4
28,yes,,1,3,,1486.0,m,3,1, sales representative ,3,married,2909.0,3,,15,4,full_time,1,3,4.0,3,1,2,no,sales,1
44,no,travel_frequently,2,1,,,m,3,3, manufacturing director ,3,single,,5,,18,2,full_time,0,2,2.0,2,2,2,yes,research & development,2
55,no,travel_rarely,4,4,life sciences,,m,3,2, healthcare representative ,3,married,,0,,16,2,full_time,0,2,3.0,3,1,2,yes,research & development,4
28,no,travel_frequently,7,3,life sciences,1507.0,m,3,2, sales executive ,1,single,4898.0,0,,14,4,full_time,0,5,3.0,4,1,3,yes,sales,3
49,no,travel_rarely,45,2,medical,1509.0,f,2,2, laboratory technician ,1,married,,4,,25,1,full_time,1,3,3.0,3,1,2,yes,research & development,4
29,no,travel_frequently,2,1,life sciences,1513.0,f,3,1, laboratory technician ,2,,3180.0,0,no,13,3,full_time,3,3,3.0,3,0,2,no,research & development,4
32,no,,10,3,,1516.0,m,3,3, manager ,4,,11244.0,2,,25,2,part_time,0,5,4.0,5,0,0,yes,unknow,3
31,yes,travel_frequently,3,3,life sciences,1537.0,f,3,1, research scientist ,3,,,1,no,12,1,full_time,0,2,,7,7,7,yes,research & development,4
40,no,,43,2,life sciences,1552.0,m,3,2, healthcare representative ,4,divorced,4069.0,3,,18,3,full_time,0,2,3.0,2,2,2,no,research & development,4
36,no,travel_rarely,2,4,life sciences,,m,3,1, sales representative ,4,,,3,yes,21,4,full_time,0,3,2.0,3,1,2,no,sales,3
33,no,,8,4,life sciences,1560.0,m,3,2, sales executive ,1,,6392.0,2,no,13,4,full_time,1,6,1.0,2,2,2,no,sales,1
30,no,,14,4,,1568.0,m,3,3, sales executive ,2,married,,3,,12,2,full_time,1,3,3.0,4,1,3,yes,sales,1
38,yes,travel_rarely,2,3,medical,1573.0,m,3,2, manufacturing director ,2,married,4855.0,4,,11,1,full_time,2,2,3.0,5,1,4,no,research & development,3
48,no,travel_rarely,15,4,,1576.0,f,3,1, research scientist ,1,married,,8,,12,4,full_time,1,3,2.0,8,7,6,yes,research & development,3
34,no,,1,4,,1580.0,m,3,2, research scientist ,4,,,9,no,17,2,full_time,1,3,2.0,2,2,1,yes,research & development,2
38,no,travel_rarely,16,3,life sciences,1583.0,f,3,2, sales executive ,2,single,,2,no,12,2,full_time,0,5,4.0,3,1,2,no,sales,2
35,no,travel_rarely,10,4,,1587.0,f,3,2, healthcare representative ,3,single,,3,yes,16,3,part_time,0,4,3.0,5,0,4,yes,research & development,1
23,no,,10,3,,1592.0,m,4,1, research scientist ,3,married,,2,no,16,4,full_time,1,2,3.0,2,2,2,yes,research & development,4
36,no,,6,4,,1594.0,m,4,2, laboratory technician ,1,,,3,yes,13,4,full_time,1,3,3.0,3,0,2,no,research & development,1
34,no,travel_frequently,36,4,,1597.0,m,2,2, healthcare representative ,3,,,1,no,14,2,part_time,1,3,2.0,8,7,7,no,research & development,3
22,no,non_travel,26,2,other,,f,2,1, research scientist ,3,married,,1,,14,2,full_time,0,2,2.0,4,1,3,yes,research & development,2
32,no,,5,4,,1607.0,f,4,1, research scientist ,4,married,3312.0,3,no,17,4,full_time,2,3,3.0,3,0,2,yes,research & development,2
31,no,travel_frequently,2,4,,,m,3,2, sales executive ,1,single,,7,,13,4,full_time,0,3,3.0,5,0,3,no,sales,4
36,no,travel_rarely,12,4,life sciences,,f,3,2, manufacturing director ,3,married,,9,yes,12,2,part_time,2,2,3.0,3,1,1,yes,research & development,3
21,no,,19,1,medical,1623.0,m,3,1, research scientist ,4,single,3117.0,1,no,18,3,full_time,0,2,,2,2,2,no,research & development,3
47,no,,26,4,,,f,3,5, manager ,3,married,,3,no,11,3,full_time,1,2,3.0,5,1,0,no,unknow,4
39,no,,4,3,medical,,f,3,2, manufacturing director ,3,,,0,no,13,4,part_time,0,2,1.0,9,3,8,yes,research & development,1
40,no,,16,3,,1641.0,f,3,3, manufacturing director ,4,,,6,,15,4,full_time,0,2,2.0,4,3,3,yes,research & development,3
48,no,travel_frequently,4,5,,1644.0,m,2,4, manager ,4,,15202.0,2,no,25,2,part_time,1,3,3.0,2,2,2,yes,unknow,3
35,yes,,10,2,medical,1645.0,m,1,2, sales executive ,4,,,6,yes,14,4,full_time,2,2,2.0,2,2,2,no,sales,1
27,no,travel_rarely,8,3,medical,1647.0,f,4,1, research scientist ,3,,,7,,17,1,part_time,0,0,3.0,3,0,2,no,research & development,2
27,no,,2,3,medical,1648.0,m,3,1, research scientist ,4,single,2580.0,2,no,13,3,full_time,0,0,2.0,4,1,2,yes,research & development,4
40,yes,travel_rarely,7,3,,,m,3,1, laboratory technician ,1,,2166.0,3,yes,14,2,full_time,0,3,1.0,4,0,3,yes,research & development,1
29,no,,10,3,,,m,2,2, sales executive ,3,single,,9,no,11,3,full_time,0,2,3.0,5,1,4,yes,sales,3
36,no,,5,4,life sciences,1651.0,f,3,3, healthcare representative ,1,married,,4,no,12,3,full_time,2,6,3.0,3,0,2,yes,research & development,2
49,no,travel_rarely,22,4,other,1655.0,f,3,4, research director ,2,married,,3,,16,2,full_time,2,2,3.0,4,1,2,yes,research & development,1
20,no,travel_rarely,13,3,medical,1657.0,f,3,1, sales representative ,3,single,,1,,19,1,part_time,0,3,3.0,2,2,2,yes,sales,3
36,no,non_travel,1,4,,1662.0,f,2,2, manufacturing director ,3,,4374.0,0,,15,3,full_time,0,6,3.0,3,1,2,yes,research & development,4
33,no,travel_rarely,2,4,,1670.0,m,3,2, sales executive ,4,,5505.0,1,,14,3,full_time,2,5,3.0,6,0,4,yes,sales,4
49,no,,16,3,medical,1674.0,f,3,1, laboratory technician ,1,divorced,2587.0,4,,16,2,full_time,1,2,2.0,2,2,2,yes,research & development,4
47,no,travel_rarely,2,4,life sciences,,f,4,4, manager ,2,,15972.0,6,,14,3,full_time,3,2,3.0,3,1,2,yes,unknow,2
20,no,travel_rarely,9,1,,,m,3,1, sales representative ,1,,,1,no,11,1,full_time,0,3,3.0,2,0,2,yes,sales,4
36,no,travel_rarely,26,4,,1682.0,m,3,2, healthcare representative ,3,married,,6,no,14,2,part_time,2,2,2.0,3,0,2,no,research & development,1
44,no,travel_rarely,1,3,,1683.0,f,3,1, human resources ,4,,,4,yes,18,1,full_time,3,2,3.0,2,2,2,no,human resources,3
55,no,,12,3,technical degree,1694.0,m,2,1, research scientist ,2,divorced,,5,no,12,4,full_time,1,1,3.0,4,1,2,yes,research & development,1
23,yes,,7,3,life sciences,1702.0,m,3,1, sales representative ,4,divorced,,1,yes,21,2,full_time,1,2,3.0,3,0,2,no,sales,3
26,no,,17,4,,,m,1,1, laboratory technician ,3,,2305.0,1,no,15,3,full_time,3,3,4.0,3,0,2,yes,research & development,4
32,no,travel_frequently,10,3,,,m,3,1, research scientist ,3,married,3433.0,6,,13,1,part_time,1,3,2.0,5,1,3,yes,research & development,1
31,no,,2,4,life sciences,1721.0,m,3,1, laboratory technician ,3,married,3477.0,1,,14,4,full_time,1,2,4.0,5,0,3,no,research & development,2
41,no,non_travel,4,3,human resources,1722.0,m,1,2, human resources ,2,married,,6,no,19,2,part_time,1,4,3.0,3,1,2,no,human resources,3
24,no,travel_rarely,29,1,medical,,m,3,1, laboratory technician ,1,,3907.0,1,no,13,2,full_time,3,2,4.0,6,1,2,yes,research & development,2
36,yes,,13,5,marketing,1733.0,m,2,2, sales executive ,1,,,5,yes,13,2,full_time,3,3,3.0,2,2,2,yes,sales,2
23,no,,4,1,,1735.0,f,3,1, laboratory technician ,2,single,,1,no,13,3,full_time,0,3,1.0,3,1,2,no,research & development,3
24,no,,35,3,medical,1746.0,m,3,1, human resources ,4,married,,0,no,14,4,part_time,1,2,3.0,2,2,1,no,human resources,3
30,yes,travel_frequently,42,3,,,f,2,1, human resources ,4,divorced,,6,no,11,3,full_time,1,0,2.0,4,1,2,no,human resources,3
31,no,,5,3,,,m,3,2, sales executive ,3,,,1,no,19,3,full_time,1,3,3.0,5,0,2,yes,sales,1
27,no,,48,3,,1751.0,f,3,1, research scientist ,4,,3445.0,1,,11,3,full_time,0,5,2.0,6,1,4,no,research & development,4
29,yes,travel_rarely,9,3,,,f,1,1, sales representative ,2,single,2760.0,1,,13,3,part_time,0,3,3.0,2,2,2,yes,sales,2
29,no,,1,3,,1753.0,m,4,2, healthcare representative ,3,,6294.0,8,yes,12,4,full_time,0,5,4.0,3,0,2,no,research & development,4
53,no,,31,4,,,f,2,4, manufacturing director ,3,married,,4,yes,20,4,full_time,3,2,2.0,3,0,2,yes,research & development,1
34,no,travel_rarely,3,2,,,f,1,2, sales executive ,4,,,5,no,12,1,full_time,0,3,3.0,2,2,2,yes,sales,4
51,no,travel_rarely,3,3,,,f,3,3, manager ,3,married,13116.0,2,no,11,4,part_time,0,2,3.0,2,2,2,yes,unknow,1
37,no,travel_rarely,9,2,marketing,1787.0,m,2,2, sales executive ,2,,,1,no,14,1,full_time,2,2,3.0,5,0,3,no,sales,2
46,no,,26,2,life sciences,1801.0,m,2,2, sales executive ,2,,,8,,15,3,full_time,0,3,3.0,2,2,2,no,sales,2
43,no,non_travel,9,3,,1813.0,m,3,1, research scientist ,3,,,4,no,13,3,part_time,0,2,2.0,3,1,2,yes,research & development,1
41,no,travel_rarely,35,3,,1814.0,m,4,2, healthcare representative ,2,single,,3,,12,1,full_time,0,3,1.0,3,1,2,no,research & development,3
31,no,,7,4,,1833.0,f,3,3, sales executive ,1,,,2,no,14,4,full_time,2,3,3.0,3,2,2,no,sales,1
28,no,travel_rarely,1,3,medical,1834.0,f,3,1, research scientist ,1,,3591.0,1,no,25,3,part_time,1,3,3.0,3,1,2,no,research & development,3
38,no,,2,4,,1835.0,f,1,2, sales representative ,4,,5405.0,2,yes,20,1,full_time,2,4,2.0,4,0,3,yes,sales,2
58,no,travel_frequently,15,4,life sciences,1837.0,m,3,4, research director ,3,married,,2,,14,2,full_time,0,3,3.0,2,2,2,yes,research & development,1
29,yes,travel_rarely,13,3,,1844.0,m,2,1, human resources ,1,divorced,,4,,15,4,full_time,3,3,3.0,2,2,0,no,human resources,1
47,no,travel_rarely,9,4,life sciences,1856.0,f,3,1, laboratory technician ,3,single,2105.0,4,,12,3,full_time,0,2,3.0,2,2,0,no,research & development,2
28,no,,1,2,life sciences,1858.0,m,3,1, human resources ,4,,,1,,15,2,full_time,1,2,3.0,3,2,2,yes,human resources,3
32,yes,travel_rarely,2,4,marketing,,m,2,2, sales executive ,2,,,7,yes,12,3,full_time,0,3,2.0,2,2,2,yes,sales,3
39,no,travel_rarely,19,4,,,m,3,2, research scientist ,4,,3902.0,8,,14,2,part_time,3,2,3.0,2,2,2,yes,research & development,4
55,no,travel_rarely,2,4,,1873.0,m,2,1, research scientist ,4,,2662.0,8,,20,2,part_time,1,2,4.0,5,0,4,no,research & development,2
29,no,,7,3,life sciences,1883.0,m,3,1, laboratory technician ,1,single,2062.0,3,,14,2,full_time,0,2,3.0,3,1,2,yes,research & development,4
35,no,,16,2,other,1886.0,f,2,2, manufacturing director ,2,married,,0,,11,4,full_time,0,2,3.0,3,0,2,no,research & development,1
34,yes,non_travel,16,4,technical degree,1905.0,m,1,1, research scientist ,1,,,1,,23,2,full_time,1,2,3.0,5,3,0,yes,research & development,4
56,yes,travel_rarely,24,2,,1907.0,m,3,1, laboratory technician ,4,single,2587.0,1,no,16,4,full_time,0,3,3.0,4,1,0,yes,research & development,1
36,no,,17,2,marketing,1908.0,m,2,2, sales executive ,2,,5507.0,2,,16,3,full_time,2,1,1.0,4,1,3,yes,sales,3
31,no,,10,2,,,f,3,2, sales executive ,4,divorced,,2,yes,11,4,full_time,1,2,3.0,5,1,4,no,sales,3
34,no,,3,1,,,f,2,2, sales executive ,4,married,8103.0,3,yes,12,3,full_time,0,3,2.0,4,0,1,yes,sales,4
31,no,travel_rarely,4,3,,,f,4,1, laboratory technician ,3,divorced,3978.0,8,no,12,2,full_time,1,0,2.0,2,2,2,no,research & development,1
45,no,travel_frequently,1,4,medical,1922.0,m,3,2, healthcare representative ,3,single,5399.0,4,no,12,3,part_time,0,3,3.0,4,0,3,yes,research & development,2
39,no,,21,4,,1929.0,f,1,2, sales executive ,3,,,6,,19,3,full_time,1,1,3.0,3,1,2,no,sales,1
38,no,travel_rarely,9,2,,,m,3,1, research scientist ,4,divorced,,2,no,19,4,full_time,2,0,4.0,5,0,3,no,research & development,2
31,no,,3,2,,1948.0,m,3,1, research scientist ,1,divorced,,1,,13,4,part_time,1,3,,4,2,3,yes,research & development,3
53,yes,,24,4,life sciences,,m,3,3, sales executive ,1,,10448.0,6,yes,13,2,full_time,0,2,2.0,2,2,2,yes,sales,1
38,no,travel_frequently,1,4,other,1972.0,m,3,1, human resources ,2,,,0,yes,11,2,full_time,1,2,3.0,6,1,2,no,human resources,4
54,no,,10,3,,1980.0,f,3,2, manufacturing director ,1,single,4440.0,6,yes,19,4,full_time,0,3,3.0,5,1,4,no,research & development,3
23,no,,12,2,,1982.0,m,3,1, laboratory technician ,4,single,,1,no,13,3,part_time,0,6,4.0,5,1,4,yes,research & development,4
25,no,,2,1,other,1992.0,m,3,1, laboratory technician ,3,,,6,,19,3,full_time,1,2,2.0,2,0,2,yes,research & development,4
31,no,,2,2,life sciences,1996.0,m,3,1, sales representative ,3,,,0,no,19,3,full_time,1,1,3.0,2,1,2,yes,sales,1
35,no,travel_rarely,11,4,medical,2003.0,m,3,1, laboratory technician ,3,married,2660.0,7,yes,11,3,full_time,1,3,3.0,2,2,2,yes,research & development,4
22,no,,1,2,,2007.0,m,3,1, research scientist ,3,,3375.0,0,no,12,4,full_time,0,2,4.0,3,1,2,yes,research & development,4
32,no,travel_rarely,29,4,,2010.0,f,2,1, laboratory technician ,2,single,,1,,13,3,full_time,0,3,3.0,6,4,1,no,research & development,3
32,no,,36,4,,,m,2,1, sales representative ,2,,2269.0,0,,14,2,part_time,1,2,3.0,2,2,2,yes,sales,2
21,no,travel_rarely,5,1,medical,,m,3,1, sales representative ,1,single,,1,,11,4,full_time,0,6,3.0,2,1,2,yes,sales,3
36,no,,13,2,life sciences,,f,3,2, manufacturing director ,2,,,7,no,13,2,full_time,3,3,3.0,4,0,2,yes,research & development,1
29,yes,travel_rarely,38,4,,2027.0,m,3,1, research scientist ,4,married,4787.0,9,,14,2,full_time,3,3,4.0,2,2,2,yes,research & development,3
32,no,travel_rarely,2,3,technical degree,2038.0,m,3,1, research scientist ,1,,,1,no,14,4,part_time,0,4,3.0,4,1,2,yes,research & development,4
40,no,travel_rarely,2,4,,2048.0,m,2,1, research scientist ,3,,2809.0,2,no,14,4,full_time,0,2,3.0,2,2,2,yes,research & development,3
35,no,travel_frequently,18,4,life sciences,,m,3,2, healthcare representative ,3,,,1,,14,4,part_time,2,2,4.0,10,0,2,no,research & development,3
50,yes,travel_rarely,40,3,marketing,2055.0,m,2,3, sales executive ,1,,10854.0,4,,13,2,full_time,1,3,3.0,3,2,0,yes,sales,4
26,no,,5,3,other,2060.0,f,2,1, sales representative ,3,single,,0,no,18,4,full_time,0,2,3.0,4,0,0,yes,sales,4
36,no,travel_frequently,23,2,medical,2061.0,m,4,2, laboratory technician ,4,,2571.0,4,no,17,3,part_time,1,3,3.0,5,0,3,no,research & development,3
27,no,travel_rarely,4,3,life sciences,2064.0,m,4,2, manufacturing director ,2,,6142.0,1,yes,20,2,full_time,1,0,3.0,6,0,3,no,research & development,2
33,no,,2,3,medical,39.0,m,3,1, laboratory technician ,4,,2496.0,4,no,11,4,full_time,0,3,3.0,1,0,0,no,research & development,3
36,no,,5,4,life sciences,51.0,f,2,1, research scientist ,1,married,3419.0,9,yes,14,4,part_time,1,3,4.0,1,0,0,yes,research & development,2
31,no,,1,4,medical,95.0,m,3,1, research scientist ,2,single,2501.0,1,no,17,2,full_time,0,4,3.0,1,1,0,yes,research & development,3
22,no,travel_rarely,2,1,technical degree,169.0,m,3,1, laboratory technician ,4,,,0,,14,3,part_time,1,2,3.0,2,2,1,yes,research & development,3
27,no,,3,3,,224.0,m,2,1, research scientist ,3,divorced,2566.0,1,,15,4,full_time,1,2,2.0,1,0,1,yes,research & development,3
33,no,travel_rarely,2,3,life sciences,242.0,m,3,1, research scientist ,4,,,0,no,14,1,full_time,0,2,,3,0,2,yes,research & development,3
