age,attrition,businesstravel,distancefromhome,education,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,remotework,department,environmentsatisfaction
28,no,Unknown,1,4,m,3,1, laboratory technician ,3,single,6477.686121919585,0,yes,11,3,part_time,0,2,2,4,0,2,no,research & development,4
35,no,travel_rarely,6,1,m,3,1, research scientist ,3,married,6477.686121919585,0,yes,14,4,part_time,0,3,3,3,2,2,no,research & development,3
28,no,travel_frequently,2,3,m,2,1, laboratory technician ,4,married,3867.0,1,Unknown,12,2,full_time,1,2,3,2,2,2,no,research & development,4
28,no,travel_rarely,1,3,m,3,1, research scientist ,1,single,2080.0,2,Unknown,11,2,full_time,0,2,2,3,1,2,no,research & development,4
25,no,Unknown,1,3,f,3,1, research scientist ,2,single,2096.0,1,Unknown,18,4,part_time,0,3,2,2,2,1,no,research & development,4
58,no,Unknown,23,4,m,3,1, research scientist ,3,Unknown,6477.686121919585,1,Unknown,12,4,full_time,2,3,3,2,2,2,yes,research & development,1
39,yes,Unknown,23,3,m,3,1, research scientist ,1,single,3904.0,0,Unknown,13,1,full_time,0,2,3,5,0,3,no,research & development,3
30,no,travel_rarely,6,3,f,2,2, laboratory technician ,4,married,4627.0,0,no,12,1,full_time,1,6,3,9,6,7,yes,research & development,1
50,no,Unknown,46,3,f,3,4, research director ,1,married,6477.686121919585,4,Unknown,11,2,part_time,0,2,3,3,1,2,yes,research & development,4
41,no,Unknown,10,2,m,1,2, sales executive ,2,single,6477.686121919585,1,no,13,1,full_time,0,4,3,19,11,9,yes,sales,3
31,yes,Unknown,1,3,f,3,1, sales representative ,2,Unknown,2302.0,1,yes,11,1,part_time,0,2,4,3,2,2,no,sales,4
44,yes,Unknown,3,3,m,3,1, laboratory technician ,1,Unknown,6477.686121919585,4,no,12,3,full_time,0,4,4,3,1,2,yes,research & development,1
40,no,non_travel,16,2,m,3,1, research scientist ,3,divorced,6477.686121919585,9,no,16,2,full_time,1,0,3,4,0,0,yes,research & development,3
25,no,travel_rarely,19,1,m,3,1, laboratory technician ,4,married,6477.686121919585,3,Unknown,11,3,full_time,3,6,2,3,1,2,no,research & development,4
40,no,travel_rarely,1,4,m,3,1, laboratory technician ,2,Unknown,6477.686121919585,3,no,22,3,part_time,1,3,3,4,0,3,yes,research & development,2
51,no,travel_rarely,11,2,f,2,4, manufacturing director ,2,Unknown,6477.686121919585,3,no,16,2,part_time,0,1,2,5,0,3,yes,research & development,4
27,no,travel_frequently,2,1,m,1,2, sales executive ,4,single,5071.0,3,no,20,2,full_time,0,3,3,6,0,0,no,sales,4
35,yes,Unknown,18,4,f,3,2, sales executive ,3,married,6477.686121919585,0,Unknown,18,3,full_time,1,0,2,4,3,2,yes,sales,4
38,no,Unknown,7,3,m,4,1, research scientist ,3,divorced,6477.686121919585,1,no,11,4,full_time,3,2,3,4,0,3,yes,research & development,4
31,yes,Unknown,22,4,m,3,2, manufacturing director ,3,married,6477.686121919585,1,Unknown,15,4,full_time,2,3,2,10,6,7,yes,research & development,4
51,no,Unknown,2,3,m,3,3, sales executive ,2,Unknown,10596.0,2,Unknown,11,2,full_time,0,5,3,4,3,2,yes,sales,2
41,no,Unknown,22,3,f,3,2, research scientist ,4,Unknown,5467.0,3,Unknown,14,1,full_time,2,4,2,6,3,3,no,research & development,4
32,no,Unknown,2,1,m,3,2, sales executive ,2,married,6477.686121919585,0,yes,13,1,full_time,3,3,2,3,1,2,yes,sales,3
25,no,travel_rarely,18,1,m,4,2, sales executive ,3,married,6477.686121919585,2,no,11,2,part_time,0,3,2,3,1,2,no,sales,1
27,no,Unknown,10,3,f,2,2, sales executive ,4,married,5769.0,1,yes,11,4,part_time,0,3,3,6,4,4,yes,sales,4
27,yes,travel_rarely,22,4,f,3,1, research scientist ,3,single,2394.0,1,yes,13,4,full_time,0,2,3,8,7,7,yes,research & development,4
37,no,Unknown,11,3,f,3,1, laboratory technician ,3,single,3629.0,4,no,18,1,part_time,0,6,3,3,0,2,yes,research & development,1
35,no,travel_frequently,18,2,m,3,3, manufacturing director ,4,Unknown,9362.0,2,no,11,3,full_time,0,2,3,2,2,2,yes,research & development,3
25,no,Unknown,1,3,m,3,1, laboratory technician ,4,Unknown,3229.0,4,no,11,2,full_time,1,2,2,3,0,2,yes,research & development,1
30,no,Unknown,7,4,f,3,2, sales executive ,1,divorced,6477.686121919585,7,no,14,2,part_time,2,3,3,3,0,2,yes,sales,4
31,no,Unknown,8,5,f,3,4, research director ,2,Unknown,16422.0,3,no,11,3,full_time,0,3,4,3,1,0,yes,research & development,1
36,no,Unknown,16,4,f,2,2, sales executive ,1,Unknown,5647.0,4,no,13,1,part_time,2,3,2,3,0,2,no,sales,3
25,yes,travel_rarely,9,2,m,2,1, sales representative ,1,Unknown,4400.0,3,no,12,1,part_time,0,2,3,3,2,2,yes,sales,1
56,no,Unknown,1,2,f,3,1, research scientist ,1,Unknown,2066.0,2,Unknown,22,4,full_time,1,3,4,3,1,0,yes,research & development,1
41,no,Unknown,5,5,m,4,1, research scientist ,3,Unknown,6477.686121919585,2,Unknown,12,1,full_time,0,5,3,4,0,3,yes,research & development,2
31,no,travel_rarely,8,2,f,4,1, human resources ,2,Unknown,6477.686121919585,9,no,18,4,full_time,0,3,3,3,0,2,yes,human resources,4
31,yes,travel_frequently,2,3,m,3,1, laboratory technician ,4,Unknown,6477.686121919585,6,Unknown,13,3,full_time,1,2,1,2,2,2,yes,research & development,2
48,no,Unknown,7,3,m,3,2, sales executive ,1,divorced,5486.0,4,no,11,1,full_time,3,3,3,2,2,2,no,sales,3
34,yes,Unknown,9,4,f,3,1, human resources ,3,married,6477.686121919585,1,no,15,4,full_time,0,0,3,2,2,2,no,human resources,1
44,no,Unknown,5,3,m,2,1, laboratory technician ,3,single,3162.0,3,Unknown,14,4,part_time,0,5,3,5,0,3,no,research & development,3
49,no,travel_rarely,5,4,m,3,2, healthcare representative ,3,married,6651.0,2,no,14,2,part_time,1,0,2,3,1,2,yes,research & development,1
44,no,Unknown,20,3,m,3,1, research scientist ,2,Unknown,3420.0,1,Unknown,13,3,full_time,0,3,2,5,1,3,no,research & development,4
28,yes,Unknown,1,3,m,3,1, sales representative ,3,married,2909.0,3,Unknown,15,4,full_time,1,3,4,3,1,2,no,sales,1
44,no,travel_frequently,2,1,m,3,3, manufacturing director ,3,single,6477.686121919585,5,Unknown,18,2,full_time,0,2,2,2,2,2,yes,research & development,2
55,no,travel_rarely,4,4,m,3,2, healthcare representative ,3,married,6477.686121919585,0,Unknown,16,2,full_time,0,2,3,3,1,2,yes,research & development,4
28,no,travel_frequently,7,3,m,3,2, sales executive ,1,single,4898.0,0,Unknown,14,4,full_time,0,5,3,4,1,3,yes,sales,3
49,no,travel_rarely,45,2,f,2,2, laboratory technician ,1,married,6477.686121919585,4,Unknown,25,1,full_time,1,3,3,3,1,2,yes,research & development,4
29,no,travel_frequently,2,1,f,3,1, laboratory technician ,2,Unknown,3180.0,0,no,13,3,full_time,3,3,3,3,0,2,no,research & development,4
32,no,Unknown,10,3,m,3,3, manager ,4,Unknown,11244.0,2,Unknown,25,2,part_time,0,5,4,5,0,0,yes,unknow,3
31,yes,travel_frequently,3,3,f,3,1, research scientist ,3,Unknown,6477.686121919585,1,no,12,1,full_time,0,2,3,7,7,7,yes,research & development,4
40,no,Unknown,43,2,m,3,2, healthcare representative ,4,divorced,4069.0,3,Unknown,18,3,full_time,0,2,3,2,2,2,no,research & development,4
36,no,travel_rarely,2,4,m,3,1, sales representative ,4,Unknown,6477.686121919585,3,yes,21,4,full_time,0,3,2,3,1,2,no,sales,3
33,no,Unknown,8,4,m,3,2, sales executive ,1,Unknown,6392.0,2,no,13,4,full_time,1,6,1,2,2,2,no,sales,1
30,no,Unknown,14,4,m,3,3, sales executive ,2,married,6477.686121919585,3,Unknown,12,2,full_time,1,3,3,4,1,3,yes,sales,1
38,yes,travel_rarely,2,3,m,3,2, manufacturing director ,2,married,4855.0,4,Unknown,11,1,full_time,2,2,3,5,1,4,no,research & development,3
48,no,travel_rarely,15,4,f,3,1, research scientist ,1,married,6477.686121919585,8,Unknown,12,4,full_time,1,3,2,8,7,6,yes,research & development,3
34,no,Unknown,1,4,m,3,2, research scientist ,4,Unknown,6477.686121919585,9,no,17,2,full_time,1,3,2,2,2,1,yes,research & development,2
38,no,travel_rarely,16,3,f,3,2, sales executive ,2,single,6477.686121919585,2,no,12,2,full_time,0,5,4,3,1,2,no,sales,2
35,no,travel_rarely,10,4,f,3,2, healthcare representative ,3,single,6477.686121919585,3,yes,16,3,part_time,0,4,3,5,0,4,yes,research & development,1
23,no,Unknown,10,3,m,4,1, research scientist ,3,married,6477.686121919585,2,no,16,4,full_time,1,2,3,2,2,2,yes,research & development,4
36,no,Unknown,6,4,m,4,2, laboratory technician ,1,Unknown,6477.686121919585,3,yes,13,4,full_time,1,3,3,3,0,2,no,research & development,1
34,no,travel_frequently,36,4,m,2,2, healthcare representative ,3,Unknown,6477.686121919585,1,no,14,2,part_time,1,3,2,8,7,7,no,research & development,3
22,no,non_travel,26,2,f,2,1, research scientist ,3,married,6477.686121919585,1,Unknown,14,2,full_time,0,2,2,4,1,3,yes,research & development,2
32,no,Unknown,5,4,f,4,1, research scientist ,4,married,3312.0,3,no,17,4,full_time,2,3,3,3,0,2,yes,research & development,2
31,no,travel_frequently,2,4,m,3,2, sales executive ,1,single,6477.686121919585,7,Unknown,13,4,full_time,0,3,3,5,0,3,no,sales,4
36,no,travel_rarely,12,4,f,3,2, manufacturing director ,3,married,6477.686121919585,9,yes,12,2,part_time,2,2,3,3,1,1,yes,research & development,3
21,no,Unknown,19,1,m,3,1, research scientist ,4,single,3117.0,1,no,18,3,full_time,0,2,3,2,2,2,no,research & development,3
47,no,Unknown,26,4,f,3,5, manager ,3,married,6477.686121919585,3,no,11,3,full_time,1,2,3,5,1,0,no,unknow,4
39,no,Unknown,4,3,f,3,2, manufacturing director ,3,Unknown,6477.686121919585,0,no,13,4,part_time,0,2,1,9,3,8,yes,research & development,1
40,no,Unknown,16,3,f,3,3, manufacturing director ,4,Unknown,6477.686121919585,6,Unknown,15,4,full_time,0,2,2,4,3,3,yes,research & development,3
48,no,travel_frequently,4,5,m,2,4, manager ,4,Unknown,15202.0,2,no,25,2,part_time,1,3,3,2,2,2,yes,unknow,3
35,yes,Unknown,10,2,m,1,2, sales executive ,4,Unknown,6477.686121919585,6,yes,14,4,full_time,2,2,2,2,2,2,no,sales,1
27,no,travel_rarely,8,3,f,4,1, research scientist ,3,Unknown,6477.686121919585,7,Unknown,17,1,part_time,0,0,3,3,0,2,no,research & development,2
27,no,Unknown,2,3,m,3,1, research scientist ,4,single,2580.0,2,no,13,3,full_time,0,0,2,4,1,2,yes,research & development,4
40,yes,travel_rarely,7,3,m,3,1, laboratory technician ,1,Unknown,2166.0,3,yes,14,2,full_time,0,3,1,4,0,3,yes,research & development,1
29,no,Unknown,10,3,m,2,2, sales executive ,3,single,6477.686121919585,9,no,11,3,full_time,0,2,3,5,1,4,yes,sales,3
36,no,Unknown,5,4,f,3,3, healthcare representative ,1,married,6477.686121919585,4,no,12,3,full_time,2,6,3,3,0,2,yes,research & development,2
49,no,travel_rarely,22,4,f,3,4, research director ,2,married,6477.686121919585,3,Unknown,16,2,full_time,2,2,3,4,1,2,yes,research & development,1
20,no,travel_rarely,13,3,f,3,1, sales representative ,3,single,6477.686121919585,1,Unknown,19,1,part_time,0,3,3,2,2,2,yes,sales,3
36,no,non_travel,1,4,f,2,2, manufacturing director ,3,Unknown,4374.0,0,Unknown,15,3,full_time,0,6,3,3,1,2,yes,research & development,4
33,no,travel_rarely,2,4,m,3,2, sales executive ,4,Unknown,5505.0,1,Unknown,14,3,full_time,2,5,3,6,0,4,yes,sales,4
49,no,Unknown,16,3,f,3,1, laboratory technician ,1,divorced,2587.0,4,Unknown,16,2,full_time,1,2,2,2,2,2,yes,research & development,4
47,no,travel_rarely,2,4,f,4,4, manager ,2,Unknown,15972.0,6,Unknown,14,3,full_time,3,2,3,3,1,2,yes,unknow,2
20,no,travel_rarely,9,1,m,3,1, sales representative ,1,Unknown,6477.686121919585,1,no,11,1,full_time,0,3,3,2,0,2,yes,sales,4
36,no,travel_rarely,26,4,m,3,2, healthcare representative ,3,married,6477.686121919585,6,no,14,2,part_time,2,2,2,3,0,2,no,research & development,1
44,no,travel_rarely,1,3,f,3,1, human resources ,4,Unknown,6477.686121919585,4,yes,18,1,full_time,3,2,3,2,2,2,no,human resources,3
55,no,Unknown,12,3,m,2,1, research scientist ,2,divorced,6477.686121919585,5,no,12,4,full_time,1,1,3,4,1,2,yes,research & development,1
23,yes,Unknown,7,3,m,3,1, sales representative ,4,divorced,6477.686121919585,1,yes,21,2,full_time,1,2,3,3,0,2,no,sales,3
26,no,Unknown,17,4,m,1,1, laboratory technician ,3,Unknown,2305.0,1,no,15,3,full_time,3,3,4,3,0,2,yes,research & development,4
32,no,travel_frequently,10,3,m,3,1, research scientist ,3,married,3433.0,6,Unknown,13,1,part_time,1,3,2,5,1,3,yes,research & development,1
31,no,Unknown,2,4,m,3,1, laboratory technician ,3,married,3477.0,1,Unknown,14,4,full_time,1,2,4,5,0,3,no,research & development,2
41,no,non_travel,4,3,m,1,2, human resources ,2,married,6477.686121919585,6,no,19,2,part_time,1,4,3,3,1,2,no,human resources,3
24,no,travel_rarely,29,1,m,3,1, laboratory technician ,1,Unknown,3907.0,1,no,13,2,full_time,3,2,4,6,1,2,yes,research & development,2
36,yes,Unknown,13,5,m,2,2, sales executive ,1,Unknown,6477.686121919585,5,yes,13,2,full_time,3,3,3,2,2,2,yes,sales,2
23,no,Unknown,4,1,f,3,1, laboratory technician ,2,single,6477.686121919585,1,no,13,3,full_time,0,3,1,3,1,2,no,research & development,3
24,no,Unknown,35,3,m,3,1, human resources ,4,married,6477.686121919585,0,no,14,4,part_time,1,2,3,2,2,1,no,human resources,3
30,yes,travel_frequently,42,3,f,2,1, human resources ,4,divorced,6477.686121919585,6,no,11,3,full_time,1,0,2,4,1,2,no,human resources,3
31,no,Unknown,5,3,m,3,2, sales executive ,3,Unknown,6477.686121919585,1,no,19,3,full_time,1,3,3,5,0,2,yes,sales,1
27,no,Unknown,48,3,f,3,1, research scientist ,4,Unknown,3445.0,1,Unknown,11,3,full_time,0,5,2,6,1,4,no,research & development,4
29,yes,travel_rarely,9,3,f,1,1, sales representative ,2,single,2760.0,1,Unknown,13,3,part_time,0,3,3,2,2,2,yes,sales,2
29,no,Unknown,1,3,m,4,2, healthcare representative ,3,Unknown,6294.0,8,yes,12,4,full_time,0,5,4,3,0,2,no,research & development,4
53,no,Unknown,31,4,f,2,4, manufacturing director ,3,married,6477.686121919585,4,yes,20,4,full_time,3,2,2,3,0,2,yes,research & development,1
34,no,travel_rarely,3,2,f,1,2, sales executive ,4,Unknown,6477.686121919585,5,no,12,1,full_time,0,3,3,2,2,2,yes,sales,4
51,no,travel_rarely,3,3,f,3,3, manager ,3,married,13116.0,2,no,11,4,part_time,0,2,3,2,2,2,yes,unknow,1
37,no,travel_rarely,9,2,m,2,2, sales executive ,2,Unknown,6477.686121919585,1,no,14,1,full_time,2,2,3,5,0,3,no,sales,2
46,no,Unknown,26,2,m,2,2, sales executive ,2,Unknown,6477.686121919585,8,Unknown,15,3,full_time,0,3,3,2,2,2,no,sales,2
43,no,non_travel,9,3,m,3,1, research scientist ,3,Unknown,6477.686121919585,4,no,13,3,part_time,0,2,2,3,1,2,yes,research & development,1
41,no,travel_rarely,35,3,m,4,2, healthcare representative ,2,single,6477.686121919585,3,Unknown,12,1,full_time,0,3,1,3,1,2,no,research & development,3
31,no,Unknown,7,4,f,3,3, sales executive ,1,Unknown,6477.686121919585,2,no,14,4,full_time,2,3,3,3,2,2,no,sales,1
28,no,travel_rarely,1,3,f,3,1, research scientist ,1,Unknown,3591.0,1,no,25,3,part_time,1,3,3,3,1,2,no,research & development,3
38,no,Unknown,2,4,f,1,2, sales representative ,4,Unknown,5405.0,2,yes,20,1,full_time,2,4,2,4,0,3,yes,sales,2
58,no,travel_frequently,15,4,m,3,4, research director ,3,married,6477.686121919585,2,Unknown,14,2,full_time,0,3,3,2,2,2,yes,research & development,1
29,yes,travel_rarely,13,3,m,2,1, human resources ,1,divorced,6477.686121919585,4,Unknown,15,4,full_time,3,3,3,2,2,0,no,human resources,1
47,no,travel_rarely,9,4,f,3,1, laboratory technician ,3,single,2105.0,4,Unknown,12,3,full_time,0,2,3,2,2,0,no,research & development,2
28,no,Unknown,1,2,m,3,1, human resources ,4,Unknown,6477.686121919585,1,Unknown,15,2,full_time,1,2,3,3,2,2,yes,human resources,3
32,yes,travel_rarely,2,4,m,2,2, sales executive ,2,Unknown,6477.686121919585,7,yes,12,3,full_time,0,3,2,2,2,2,yes,sales,3
39,no,travel_rarely,19,4,m,3,2, research scientist ,4,Unknown,3902.0,8,Unknown,14,2,part_time,3,2,3,2,2,2,yes,research & development,4
55,no,travel_rarely,2,4,m,2,1, research scientist ,4,Unknown,2662.0,8,Unknown,20,2,part_time,1,2,4,5,0,4,no,research & development,2
29,no,Unknown,7,3,m,3,1, laboratory technician ,1,single,2062.0,3,Unknown,14,2,full_time,0,2,3,3,1,2,yes,research & development,4
35,no,Unknown,16,2,f,2,2, manufacturing director ,2,married,6477.686121919585,0,Unknown,11,4,full_time,0,2,3,3,0,2,no,research & development,1
34,yes,non_travel,16,4,m,1,1, research scientist ,1,Unknown,6477.686121919585,1,Unknown,23,2,full_time,1,2,3,5,3,0,yes,research & development,4
56,yes,travel_rarely,24,2,m,3,1, laboratory technician ,4,single,2587.0,1,no,16,4,full_time,0,3,3,4,1,0,yes,research & development,1
36,no,Unknown,17,2,m,2,2, sales executive ,2,Unknown,5507.0,2,Unknown,16,3,full_time,2,1,1,4,1,3,yes,sales,3
31,no,Unknown,10,2,f,3,2, sales executive ,4,divorced,6477.686121919585,2,yes,11,4,full_time,1,2,3,5,1,4,no,sales,3
34,no,Unknown,3,1,f,2,2, sales executive ,4,married,8103.0,3,yes,12,3,full_time,0,3,2,4,0,1,yes,sales,4
31,no,travel_rarely,4,3,f,4,1, laboratory technician ,3,divorced,3978.0,8,no,12,2,full_time,1,0,2,2,2,2,no,research & development,1
45,no,travel_frequently,1,4,m,3,2, healthcare representative ,3,single,5399.0,4,no,12,3,part_time,0,3,3,4,0,3,yes,research & development,2
39,no,Unknown,21,4,f,1,2, sales executive ,3,Unknown,6477.686121919585,6,Unknown,19,3,full_time,1,1,3,3,1,2,no,sales,1
38,no,travel_rarely,9,2,m,3,1, research scientist ,4,divorced,6477.686121919585,2,no,19,4,full_time,2,0,4,5,0,3,no,research & development,2
31,no,Unknown,3,2,m,3,1, research scientist ,1,divorced,6477.686121919585,1,Unknown,13,4,part_time,1,3,3,4,2,3,yes,research & development,3
53,yes,Unknown,24,4,m,3,3, sales executive ,1,Unknown,10448.0,6,yes,13,2,full_time,0,2,2,2,2,2,yes,sales,1
38,no,travel_frequently,1,4,m,3,1, human resources ,2,Unknown,6477.686121919585,0,yes,11,2,full_time,1,2,3,6,1,2,no,human resources,4
54,no,Unknown,10,3,f,3,2, manufacturing director ,1,single,4440.0,6,yes,19,4,full_time,0,3,3,5,1,4,no,research & development,3
23,no,Unknown,12,2,m,3,1, laboratory technician ,4,single,6477.686121919585,1,no,13,3,part_time,0,6,4,5,1,4,yes,research & development,4
25,no,Unknown,2,1,m,3,1, laboratory technician ,3,Unknown,6477.686121919585,6,Unknown,19,3,full_time,1,2,2,2,0,2,yes,research & development,4
31,no,Unknown,2,2,m,3,1, sales representative ,3,Unknown,6477.686121919585,0,no,19,3,full_time,1,1,3,2,1,2,yes,sales,1
35,no,travel_rarely,11,4,m,3,1, laboratory technician ,3,married,2660.0,7,yes,11,3,full_time,1,3,3,2,2,2,yes,research & development,4
22,no,Unknown,1,2,m,3,1, research scientist ,3,Unknown,3375.0,0,no,12,4,full_time,0,2,4,3,1,2,yes,research & development,4
32,no,travel_rarely,29,4,f,2,1, laboratory technician ,2,single,6477.686121919585,1,Unknown,13,3,full_time,0,3,3,6,4,1,no,research & development,3
32,no,Unknown,36,4,m,2,1, sales representative ,2,Unknown,2269.0,0,Unknown,14,2,part_time,1,2,3,2,2,2,yes,sales,2
21,no,travel_rarely,5,1,m,3,1, sales representative ,1,single,6477.686121919585,1,Unknown,11,4,full_time,0,6,3,2,1,2,yes,sales,3
36,no,Unknown,13,2,f,3,2, manufacturing director ,2,Unknown,6477.686121919585,7,no,13,2,full_time,3,3,3,4,0,2,yes,research & development,1
29,yes,travel_rarely,38,4,m,3,1, research scientist ,4,married,4787.0,9,Unknown,14,2,full_time,3,3,4,2,2,2,yes,research & development,3
32,no,travel_rarely,2,3,m,3,1, research scientist ,1,Unknown,6477.686121919585,1,no,14,4,part_time,0,4,3,4,1,2,yes,research & development,4
40,no,travel_rarely,2,4,m,2,1, research scientist ,3,Unknown,2809.0,2,no,14,4,full_time,0,2,3,2,2,2,yes,research & development,3
35,no,travel_frequently,18,4,m,3,2, healthcare representative ,3,Unknown,6477.686121919585,1,Unknown,14,4,part_time,2,2,4,10,0,2,no,research & development,3
50,yes,travel_rarely,40,3,m,2,3, sales executive ,1,Unknown,10854.0,4,Unknown,13,2,full_time,1,3,3,3,2,0,yes,sales,4
26,no,Unknown,5,3,f,2,1, sales representative ,3,single,6477.686121919585,0,no,18,4,full_time,0,2,3,4,0,0,yes,sales,4
36,no,travel_frequently,23,2,m,4,2, laboratory technician ,4,Unknown,2571.0,4,no,17,3,part_time,1,3,3,5,0,3,no,research & development,3
27,no,travel_rarely,4,3,m,4,2, manufacturing director ,2,Unknown,6142.0,1,yes,20,2,full_time,1,0,3,6,0,3,no,research & development,2
33,no,Unknown,2,3,m,3,1, laboratory technician ,4,Unknown,2496.0,4,no,11,4,full_time,0,3,3,1,0,0,no,research & development,3
36,no,Unknown,5,4,f,2,1, research scientist ,1,married,3419.0,9,yes,14,4,part_time,1,3,4,1,0,0,yes,research & development,2
31,no,Unknown,1,4,m,3,1, research scientist ,2,single,2501.0,1,no,17,2,full_time,0,4,3,1,1,0,yes,research & development,3
22,no,travel_rarely,2,1,m,3,1, laboratory technician ,4,Unknown,6477.686121919585,0,Unknown,14,3,part_time,1,2,3,2,2,1,yes,research & development,3
27,no,Unknown,3,3,m,2,1, research scientist ,3,divorced,2566.0,1,Unknown,15,4,full_time,1,2,2,1,0,1,yes,research & development,3
33,no,travel_rarely,2,3,m,3,1, research scientist ,4,Unknown,6477.686121919585,0,no,14,1,full_time,0,2,3,3,0,2,yes,research & development,3
